design_name,predicted_final_qor,true_final_qor,mape,true_qor_step_1,pred_qor_step_1,true_qor_step_2,pred_qor_step_2,true_qor_step_3,pred_qor_step_3,true_qor_step_4,pred_qor_step_4,true_qor_step_5,pred_qor_step_5,true_qor_step_6,pred_qor_step_6,true_qor_step_7,pred_qor_step_7,true_qor_step_8,pred_qor_step_8,true_qor_step_9,pred_qor_step_9,true_qor_step_10,pred_qor_step_10,true_qor_step_11,pred_qor_step_11,true_qor_step_12,pred_qor_step_12,true_qor_step_13,pred_qor_step_13,true_qor_step_14,pred_qor_step_14,true_qor_step_15,pred_qor_step_15,true_qor_step_16,pred_qor_step_16,true_qor_step_17,pred_qor_step_17,true_qor_step_18,pred_qor_step_18
tv80_orig.bench,48.982506,51.0,3.9558708667755127,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.80799,52.0,50.56932,52.0,50.62622,52.0,50.742218,52.0,50.56642,52.0,50.81359,52.0,50.359272,52.0,50.47013,52.0,50.327194,52.0,50.424984,52.0,50.636917,52.0,50.348614,52.0,50.407005,51.0,48.982506
aes_secworks_orig.bench,31.413563,33.0,4.807385429739952,38.0,35.959606,38.0,35.845036,35.0,34.410103,35.0,34.408474,35.0,34.106018,35.0,33.456623,35.0,33.499104,35.0,33.93203,35.0,33.390648,35.0,33.287838,35.0,33.467743,35.0,33.989185,35.0,33.70453,35.0,33.85022,35.0,33.98484,35.0,34.74379,43.0,42.608143,33.0,31.413563
tv80_orig.bench,63.947292,69.0,7.3227643966674805,53.0,52.919945,53.0,52.62816,53.0,52.458466,53.0,52.056072,53.0,51.792847,53.0,52.32834,54.0,53.355736,54.0,52.509754,54.0,53.568623,54.0,52.982327,64.0,63.42734,64.0,63.23769,64.0,63.246567,66.0,66.6712,66.0,64.68558,66.0,66.93003,69.0,66.00179,69.0,63.947292
tv80_orig.bench,47.797966,50.0,4.4040679931640625,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075294,52.0,50.753468,52.0,50.288372,52.0,50.384163,52.0,50.33209,52.0,50.35041,52.0,50.553864,52.0,50.1977,52.0,50.336205,52.0,50.16942,52.0,50.300365,52.0,50.595634,52.0,50.54417,52.0,50.082737,50.0,47.797966
aes_secworks_orig.bench,31.608145,33.0,4.217743128538132,38.0,37.159454,37.0,35.060795,37.0,35.41985,37.0,34.535065,35.0,33.19658,35.0,33.78465,35.0,33.345093,35.0,33.391693,35.0,33.42961,35.0,33.628605,35.0,33.144127,35.0,33.342484,35.0,33.207245,35.0,33.527805,35.0,33.79473,35.0,33.299477,43.0,42.781895,33.0,31.608145
aes_secworks_orig.bench,31.02012,33.0,5.99963441491127,38.0,37.159454,35.0,33.732563,35.0,34.180058,35.0,33.224518,35.0,33.865646,35.0,33.695118,35.0,33.576904,35.0,33.45227,35.0,33.54438,35.0,33.319214,35.0,33.282463,35.0,33.205643,35.0,33.445847,35.0,33.355576,35.0,33.452354,35.0,32.99449,43.0,42.37815,33.0,31.02012
aes_secworks_orig.bench,31.269703,33.0,5.243324488401413,38.0,37.065315,35.0,33.80431,35.0,33.51151,35.0,33.62831,35.0,34.039402,35.0,33.1517,35.0,33.40717,35.0,34.26721,35.0,33.30809,35.0,32.924118,35.0,33.230263,35.0,33.066475,35.0,33.30063,35.0,33.31088,35.0,33.39572,35.0,33.28901,43.0,42.2983,33.0,31.269703
max_orig.bench,162.9458,171.0,4.710058122873306,287.0,290.7144,234.0,229.97366,234.0,227.25496,234.0,228.62605,231.0,224.32785,231.0,226.23032,231.0,224.97913,200.0,196.53004,200.0,195.81671,200.0,195.51302,200.0,194.71814,193.0,190.23297,193.0,191.12653,193.0,188.63324,183.0,180.85791,183.0,180.79646,183.0,177.75084,171.0,162.9458
aes_secworks_orig.bench,31.424965,35.0,10.214386135339737,38.0,37.065315,36.0,36.37372,36.0,34.829727,36.0,34.362198,34.0,33.334984,34.0,33.67136,34.0,33.23827,34.0,33.143013,34.0,33.12876,34.0,33.39829,34.0,33.23941,34.0,33.034355,34.0,33.27931,34.0,33.71779,34.0,33.79117,34.0,33.998497,42.0,42.60239,35.0,31.424965
aes_secworks_orig.bench,32.781395,34.0,3.584132343530655,38.0,35.959606,38.0,35.761063,37.0,36.066185,37.0,35.708996,37.0,35.25564,37.0,35.54444,37.0,35.501984,37.0,35.769512,37.0,35.059635,35.0,33.64544,35.0,33.917213,35.0,32.798435,35.0,33.723976,35.0,33.582855,40.0,37.78429,40.0,37.7484,44.0,44.149567,34.0,32.781395
max_orig.bench,161.75504,159.0,1.7327265813946724,287.0,291.44705,234.0,231.04149,234.0,229.74542,234.0,229.51346,227.0,223.6954,227.0,223.19385,221.0,219.90385,192.0,191.73369,192.0,192.7717,192.0,191.8895,192.0,191.21066,182.0,183.62622,182.0,184.0635,182.0,182.4558,173.0,177.84549,173.0,177.90909,173.0,175.0805,159.0,161.75504
aes_secworks_orig.bench,31.647583,33.0,4.098233208060265,41.0,37.77684,38.0,37.154823,37.0,35.52532,35.0,33.658398,35.0,34.24389,35.0,34.437824,35.0,33.600822,35.0,33.833862,35.0,33.539494,35.0,33.671455,35.0,33.478584,35.0,34.0008,35.0,33.933167,35.0,33.9,40.0,39.625656,40.0,38.38504,46.0,44.86315,33.0,31.647583
aes_secworks_orig.bench,31.202152,33.0,5.4480236023664474,41.0,37.741352,38.0,36.461357,38.0,35.20587,35.0,33.424072,35.0,34.41758,35.0,33.542458,35.0,33.609547,35.0,33.70735,35.0,33.47821,35.0,33.383636,35.0,32.44476,35.0,32.961502,35.0,32.986824,35.0,33.183975,35.0,33.31575,33.0,31.736042,40.0,41.349094,33.0,31.202152
tv80_orig.bench,47.987946,50.0,4.024108871817589,53.0,51.09906,53.0,51.34449,53.0,51.28908,53.0,51.296516,53.0,51.176468,53.0,50.864353,53.0,51.16398,53.0,50.684666,53.0,50.374874,53.0,50.757507,53.0,50.316082,53.0,50.47894,53.0,50.46295,53.0,50.55642,53.0,50.700104,53.0,50.29703,53.0,50.32769,50.0,47.987946
aes_secworks_orig.bench,31.39111,35.0,10.31111553311348,41.0,37.77684,37.0,35.789825,37.0,35.455685,37.0,35.93063,37.0,34.438313,37.0,34.55809,37.0,34.227592,37.0,34.369034,37.0,34.4116,37.0,35.17897,35.0,33.278423,35.0,34.07749,35.0,34.513275,35.0,34.24642,35.0,34.322975,35.0,34.013977,43.0,41.594444,35.0,31.39111
aes_secworks_orig.bench,38.08334,45.0,15.370355546474457,38.0,37.265015,37.0,36.81411,37.0,35.55517,35.0,33.653564,35.0,33.327045,35.0,33.913513,35.0,33.70342,35.0,32.902752,35.0,33.771507,35.0,33.633633,35.0,33.191444,35.0,33.168488,35.0,33.01763,35.0,33.626987,40.0,38.0708,39.0,37.060375,45.0,45.06827,45.0,38.08334
aes_secworks_orig.bench,31.778124,33.0,3.7026550620794296,41.0,36.759132,38.0,36.414753,37.0,35.670357,37.0,36.324593,36.0,34.266804,36.0,34.341805,36.0,33.59424,35.0,34.050327,35.0,32.733948,35.0,32.1031,34.0,31.374306,34.0,31.48398,34.0,32.147453,34.0,32.229828,38.0,34.914974,38.0,33.735855,46.0,45.288902,33.0,31.778124
max_orig.bench,180.60611,180.0,0.3367275698110461,287.0,291.65994,287.0,291.66058,287.0,291.58582,287.0,290.2872,287.0,291.61414,287.0,290.87332,287.0,292.70084,209.0,204.97404,209.0,205.21115,209.0,204.28824,209.0,202.69788,199.0,194.43591,199.0,197.63124,199.0,194.76672,189.0,191.10373,189.0,191.47456,189.0,191.27371,180.0,180.60611
max_orig.bench,158.2625,173.0,8.51878821849823,234.0,227.53616,234.0,228.83339,234.0,228.38448,234.0,229.60443,227.0,224.39206,227.0,226.5976,221.0,222.14236,192.0,188.77318,192.0,189.49011,192.0,187.8822,192.0,188.47684,192.0,179.75116,192.0,179.32715,192.0,177.75266,187.0,172.79825,187.0,174.20361,187.0,169.62576,173.0,158.2625
aes_secworks_orig.bench,31.311365,33.0,5.117075517773628,38.0,37.065315,35.0,33.80431,35.0,33.85965,35.0,33.605263,35.0,32.846497,35.0,33.488956,35.0,33.33033,35.0,33.359276,35.0,33.160843,35.0,33.630344,35.0,33.30657,35.0,33.07241,35.0,33.297897,35.0,33.73515,35.0,33.852337,35.0,34.141403,42.0,42.848713,33.0,31.311365
max_orig.bench,190.10707,196.0,3.006596490740776,287.0,293.81958,287.0,293.03537,287.0,291.25284,287.0,294.0064,287.0,292.76913,287.0,291.4101,287.0,292.99374,287.0,292.44003,287.0,291.96695,287.0,293.48065,306.0,309.30704,208.0,206.36389,208.0,205.76495,208.0,205.07025,202.0,200.76007,202.0,201.27213,202.0,199.39009,196.0,190.10707
tv80_orig.bench,48.01845,51.0,5.846173316240311,53.0,50.87121,53.0,51.666294,53.0,52.11413,53.0,51.643356,53.0,51.55729,53.0,51.34451,53.0,51.44445,53.0,51.242138,53.0,51.52575,53.0,51.37913,53.0,51.10428,53.0,50.66904,53.0,50.99482,53.0,51.04007,53.0,50.942314,53.0,51.064217,53.0,51.40942,51.0,48.01845
max_orig.bench,189.29092,186.0,1.7693139612674713,287.0,291.39456,287.0,291.4328,287.0,292.51495,287.0,292.94046,287.0,290.73676,287.0,290.91953,287.0,292.7682,287.0,293.16025,287.0,293.6841,287.0,293.28354,306.0,308.8962,208.0,207.38882,208.0,206.53215,208.0,205.26392,201.0,200.22507,201.0,199.79193,201.0,199.02637,186.0,189.29092
tv80_orig.bench,48.11566,49.0,1.8047722056508064,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.822403,52.0,50.62287,52.0,50.31832,52.0,50.604454,52.0,50.36983,52.0,50.73628,52.0,50.279957,52.0,50.401245,52.0,50.262585,52.0,50.40139,52.0,50.635086,52.0,50.625668,52.0,50.543465,49.0,48.11566
aes_secworks_orig.bench,31.857956,33.0,3.460739552974701,41.0,38.42709,41.0,37.564026,41.0,37.03869,39.0,35.604633,37.0,35.00463,37.0,34.976345,37.0,34.280964,37.0,34.547512,37.0,34.27053,37.0,34.069054,37.0,34.167953,37.0,34.050392,37.0,33.556732,37.0,34.810326,41.0,38.21346,41.0,37.17772,45.0,44.95707,33.0,31.857956
tv80_orig.bench,62.033863,66.0,6.00929856300354,53.0,52.919945,53.0,52.62816,53.0,52.45847,53.0,52.056072,53.0,52.187374,53.0,51.99394,54.0,52.80638,54.0,53.450237,54.0,53.246853,54.0,52.014267,62.0,62.932026,62.0,62.075783,62.0,61.088097,62.0,60.664898,62.0,62.201138,62.0,60.36666,66.0,65.07318,66.0,62.033863
aes_secworks_orig.bench,31.783415,33.0,3.6866217851638794,38.0,36.303238,38.0,36.448074,38.0,36.929848,38.0,36.101513,38.0,35.632996,38.0,35.350845,38.0,34.767426,37.0,34.722153,37.0,35.070927,37.0,34.966286,36.0,31.232822,34.0,32.00583,34.0,32.944458,34.0,33.211964,38.0,34.64943,38.0,33.91801,44.0,45.474537,33.0,31.783415
tv80_orig.bench,48.790337,51.0,4.33267317712307,53.0,51.09906,53.0,51.344486,53.0,51.29644,52.0,51.075287,52.0,50.753468,52.0,50.288376,52.0,50.293407,52.0,50.530632,52.0,50.33377,52.0,50.338303,52.0,50.235435,52.0,50.322227,52.0,50.196636,52.0,50.427433,52.0,50.52132,52.0,50.22554,52.0,50.342842,51.0,48.790337
aes_secworks_orig.bench,31.640432,33.0,4.119902104139328,38.0,35.663834,38.0,36.386795,35.0,33.915367,35.0,33.59092,35.0,34.420425,35.0,34.458042,35.0,33.67787,35.0,33.701786,35.0,33.17122,35.0,33.37112,35.0,33.25773,35.0,33.55291,35.0,34.323875,35.0,33.51297,35.0,33.53965,35.0,33.92224,43.0,42.984695,33.0,31.640432
max_orig.bench,162.09131,173.0,6.305602192878723,287.0,291.44705,234.0,231.0415,234.0,229.74542,234.0,229.51346,227.0,223.6954,227.0,223.19385,221.0,219.90385,192.0,191.73367,192.0,192.55255,192.0,192.49794,192.0,191.77286,192.0,185.4747,192.0,184.89679,192.0,183.24611,187.0,178.28384,187.0,178.36496,187.0,175.43515,173.0,162.09131
max_orig.bench,164.4682,171.0,3.8197655230760574,234.0,227.53616,234.0,227.72969,234.0,229.01634,234.0,229.80193,227.0,224.04686,227.0,226.88498,221.0,222.11911,192.0,189.1196,192.0,189.8641,192.0,188.46878,192.0,188.41959,192.0,187.36792,192.0,186.2297,192.0,184.42882,183.0,180.74841,183.0,180.08942,183.0,180.79065,171.0,164.4682
max_orig.bench,158.70004,159.0,0.18865237943828106,234.0,227.53616,234.0,228.53209,234.0,227.37672,234.0,229.67697,227.0,222.69905,227.0,225.64201,221.0,219.65686,192.0,189.0986,192.0,189.81879,192.0,188.94485,192.0,188.95834,182.0,179.00012,182.0,179.52287,182.0,177.98091,173.0,173.01758,173.0,174.35951,173.0,171.93335,159.0,158.70004
max_orig.bench,167.02539,171.0,2.324333041906357,234.0,227.53616,234.0,228.8334,234.0,229.31546,234.0,229.45425,227.0,223.29651,227.0,226.35515,221.0,220.88042,192.0,188.43793,192.0,189.62547,192.0,187.47849,192.0,188.07564,192.0,186.7923,192.0,186.15356,192.0,184.38235,183.0,181.99689,183.0,180.35759,183.0,178.6077,171.0,167.02539
aes_secworks_orig.bench,31.374346,33.0,4.926224797964096,38.0,35.959606,38.0,36.369114,38.0,36.173744,38.0,35.670937,38.0,35.038918,38.0,35.2516,37.0,34.703186,37.0,34.526745,37.0,34.64737,35.0,33.345787,35.0,34.182213,35.0,34.11093,35.0,33.907867,35.0,34.312305,40.0,39.595963,40.0,37.56893,46.0,44.403694,33.0,31.374346
aes_secworks_orig.bench,31.648624,33.0,4.0950775146484375,41.0,37.77684,37.0,35.789825,37.0,35.520424,36.0,35.014828,36.0,34.78313,36.0,34.707214,36.0,34.21231,36.0,34.34304,36.0,34.384567,36.0,34.239277,36.0,34.312305,36.0,33.87243,36.0,33.592827,36.0,34.46299,41.0,38.1112,41.0,37.699646,46.0,44.418056,33.0,31.648624
tv80_orig.bench,47.855045,50.0,4.289909452199936,53.0,51.782917,53.0,51.341545,53.0,51.610863,52.0,51.605583,52.0,51.56588,52.0,51.438904,52.0,51.415894,52.0,51.468002,52.0,51.356323,52.0,51.33113,52.0,50.925995,52.0,50.949234,52.0,50.96096,52.0,51.448666,52.0,51.237778,52.0,51.049995,52.0,50.319447,50.0,47.855045
aes_secworks_orig.bench,31.400517,35.0,10.284238308668137,38.0,35.959606,36.0,34.95017,36.0,35.243984,36.0,35.376156,36.0,34.817177,36.0,34.844086,36.0,34.739014,36.0,34.485664,36.0,34.390717,34.0,33.473866,34.0,34.042442,34.0,33.894638,34.0,34.03187,34.0,34.30832,34.0,34.44533,34.0,34.27278,43.0,41.954865,35.0,31.400517
aes_secworks_orig.bench,31.508663,33.0,4.519202560186386,38.0,35.959606,38.0,35.845036,35.0,34.410103,35.0,34.93387,35.0,34.88922,35.0,33.944393,35.0,33.463936,35.0,33.489277,35.0,33.59865,35.0,33.743065,35.0,33.43374,35.0,33.105373,35.0,33.342247,35.0,33.803776,35.0,33.913754,35.0,34.13078,43.0,41.597847,33.0,31.508663
max_orig.bench,168.29767,171.0,1.5803107991814613,287.0,293.81958,234.0,229.94626,234.0,228.91959,234.0,228.17937,227.0,223.6064,227.0,224.93594,227.0,224.02138,194.0,192.74284,194.0,193.78587,194.0,192.31648,194.0,191.76219,194.0,190.05936,194.0,188.88739,194.0,187.51874,186.0,183.4967,186.0,183.93723,186.0,177.48651,171.0,168.29767
tv80_orig.bench,48.557495,50.0,2.8850097209215164,53.0,51.09906,53.0,51.344486,53.0,51.289085,53.0,51.244946,53.0,51.220604,53.0,50.94053,53.0,50.992016,53.0,50.815125,53.0,50.553154,53.0,51.2088,53.0,50.41753,53.0,50.612274,53.0,50.550484,53.0,50.78955,53.0,50.858875,53.0,50.522617,53.0,50.671883,50.0,48.557495
aes_secworks_orig.bench,31.101774,35.0,11.137787997722626,38.0,36.303238,35.0,34.090134,35.0,33.88695,35.0,34.1448,35.0,33.174004,35.0,33.8474,35.0,33.59662,35.0,33.501427,35.0,32.94921,35.0,33.34582,35.0,33.21025,35.0,32.6896,35.0,32.597946,35.0,33.44967,35.0,33.642937,35.0,33.11901,43.0,42.30849,35.0,31.101774
tv80_orig.bench,47.73984,49.0,2.571752108633518,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075294,52.0,50.74539,52.0,50.427822,52.0,50.476734,52.0,50.254417,52.0,50.31083,52.0,50.81171,52.0,50.643757,52.0,50.212845,52.0,49.999737,52.0,50.20694,52.0,49.98491,52.0,49.68969,52.0,50.00035,49.0,47.73984
max_orig.bench,175.83972,177.0,0.6555244792252779,287.0,291.39456,234.0,229.53314,234.0,229.30573,234.0,228.5979,227.0,223.6514,227.0,225.59348,227.0,223.5123,194.0,193.26291,194.0,193.61636,194.0,192.26689,194.0,192.0635,185.0,183.94931,185.0,185.12672,185.0,183.37698,177.0,178.25372,177.0,178.40488,177.0,175.55301,177.0,175.83972
max_orig.bench,189.02069,217.0,12.893690168857574,287.0,293.40497,287.0,291.79315,287.0,291.4556,287.0,291.06662,287.0,291.78183,287.0,289.53177,287.0,291.52032,287.0,291.66437,287.0,292.56152,287.0,292.05804,287.0,286.19348,233.0,207.28604,233.0,206.55624,233.0,203.7952,226.0,200.79001,226.0,199.8241,222.0,197.28236,217.0,189.02069
tv80_orig.bench,57.73192,59.0,2.1492909640073776,53.0,52.45282,53.0,52.483196,53.0,52.272255,53.0,52.41007,53.0,52.173477,53.0,52.644386,54.0,53.768917,54.0,52.95174,54.0,53.8562,54.0,53.144028,64.0,64.33108,64.0,64.43641,64.0,64.181366,66.0,67.01947,66.0,65.63448,66.0,67.40789,67.0,66.88517,59.0,57.73192
max_orig.bench,162.06335,167.0,2.956075221300125,287.0,292.56857,234.0,230.58273,234.0,228.8353,234.0,229.79842,227.0,224.6704,227.0,226.35588,227.0,225.66614,194.0,193.23312,194.0,194.27832,194.0,192.61987,194.0,192.50296,185.0,184.5098,185.0,184.90146,185.0,183.19165,177.0,178.37814,177.0,178.86505,177.0,177.328,167.0,162.06335
max_orig.bench,159.79877,166.0,3.7356823682785034,287.0,291.39456,234.0,229.53314,234.0,228.84224,234.0,228.3268,234.0,227.80103,234.0,227.3174,234.0,225.15532,201.0,193.31885,201.0,193.50941,201.0,192.18573,201.0,191.51535,187.0,183.39668,187.0,183.62018,187.0,181.79709,179.0,175.69698,179.0,176.71652,179.0,175.04852,166.0,159.79877
max_orig.bench,195.18393,208.0,6.16157241165638,287.0,293.81958,287.0,293.75958,287.0,292.3654,287.0,293.16504,287.0,292.83307,287.0,290.93985,287.0,293.09232,287.0,291.5711,287.0,291.14835,287.0,292.68234,306.0,309.6206,208.0,206.52066,208.0,206.70534,208.0,204.47882,208.0,202.798,208.0,202.94177,208.0,200.83023,208.0,195.18393
max_orig.bench,162.93475,167.0,2.4342793971300125,287.0,291.44705,234.0,231.04149,234.0,229.74542,234.0,228.94489,231.0,224.83078,231.0,227.12929,225.0,221.61658,198.0,195.42555,198.0,196.069,198.0,194.1945,198.0,194.17172,187.0,189.98222,187.0,191.86082,187.0,190.16635,180.0,181.21365,180.0,181.00662,180.0,179.4617,167.0,162.93475
aes_secworks_orig.bench,32.659897,35.0,6.686008721590042,41.0,37.77684,37.0,35.789825,37.0,36.1532,37.0,35.001526,36.0,34.224453,36.0,34.4729,36.0,34.00348,36.0,34.10535,36.0,34.16044,36.0,34.118202,36.0,33.86416,36.0,34.241314,36.0,33.790478,36.0,34.610783,41.0,40.042194,41.0,37.543594,41.0,37.34887,35.0,32.659897
tv80_orig.bench,48.237007,50.0,3.5259857773780823,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.639687,52.0,50.381386,52.0,50.398933,52.0,50.708336,52.0,50.47914,52.0,50.597397,52.0,50.346222,52.0,50.475,52.0,50.306282,52.0,50.45226,52.0,50.025215,52.0,50.273643,52.0,50.308113,50.0,48.237007
aes_secworks_orig.bench,31.75483,33.0,3.773244097828865,38.0,36.303238,38.0,36.448074,37.0,35.561638,37.0,35.55977,37.0,34.861496,37.0,35.302654,37.0,34.5048,37.0,34.810173,37.0,34.792633,37.0,35.050365,36.0,31.106186,34.0,32.008953,34.0,33.008408,34.0,32.995983,38.0,34.469055,38.0,33.915985,46.0,45.19284,33.0,31.75483
tv80_orig.bench,47.71974,51.0,6.431879103183746,53.0,51.09906,53.0,50.760998,53.0,51.133427,53.0,50.89131,53.0,50.528053,53.0,50.36013,53.0,50.161766,53.0,50.521896,53.0,50.367077,53.0,50.32789,53.0,50.1295,53.0,50.265835,53.0,50.098347,53.0,50.152496,53.0,50.4752,53.0,50.103897,53.0,50.07619,51.0,47.71974
aes_secworks_orig.bench,31.328909,33.0,5.063912272453308,41.0,37.741352,38.0,37.48193,35.0,33.768578,35.0,33.915333,35.0,34.138634,35.0,33.500008,35.0,33.297325,35.0,33.602802,35.0,33.536953,35.0,33.205215,35.0,33.623486,35.0,33.33773,35.0,33.187515,35.0,33.13936,35.0,33.17486,35.0,32.905006,43.0,42.042202,33.0,31.328909
aes_secworks_orig.bench,33.327065,33.0,0.9911045432090759,38.0,37.159454,38.0,33.903976,38.0,34.24215,38.0,33.894455,36.0,34.043205,36.0,34.439983,36.0,34.83378,36.0,34.367233,36.0,34.14362,36.0,35.22754,36.0,34.811855,36.0,34.16545,36.0,34.29975,36.0,34.68148,36.0,34.869003,36.0,34.503403,45.0,47.626564,33.0,33.327065
max_orig.bench,171.05885,174.0,1.6903143376111984,287.0,292.56857,234.0,230.58273,234.0,229.77316,231.0,226.31958,231.0,227.7658,231.0,227.95703,231.0,225.45349,200.0,196.10254,200.0,196.35736,200.0,196.36935,291.0,295.1435,200.0,196.06805,200.0,196.32137,200.0,194.02414,189.0,188.53482,189.0,188.29863,189.0,188.8929,174.0,171.05885
max_orig.bench,161.98448,167.0,3.0033042654395103,234.0,227.53616,234.0,226.50105,234.0,229.21472,234.0,228.23691,227.0,222.54181,227.0,224.7441,221.0,219.31644,221.0,222.24364,221.0,220.0834,221.0,221.82697,221.0,222.75986,187.0,184.56433,187.0,184.89398,187.0,182.57718,179.0,176.9049,179.0,177.72676,179.0,176.00206,167.0,161.98448
aes_secworks_orig.bench,31.31836,35.0,10.51897332072258,38.0,36.51134,35.0,33.81618,35.0,34.414352,35.0,33.751163,35.0,33.062447,35.0,33.81687,35.0,33.822357,35.0,33.14051,35.0,33.19655,35.0,32.77105,35.0,33.032265,35.0,33.19216,35.0,33.756454,35.0,33.78186,35.0,33.899765,35.0,33.33885,43.0,42.04662,35.0,31.31836
aes_secworks_orig.bench,31.494007,33.0,4.563614726066589,38.0,37.065315,35.0,33.80431,35.0,34.67657,35.0,33.763485,35.0,33.019913,35.0,33.28205,35.0,33.270218,35.0,33.124496,35.0,33.592197,35.0,33.446648,35.0,33.254032,35.0,32.96258,35.0,32.25455,35.0,33.51809,35.0,33.737823,35.0,33.6026,42.0,41.74064,33.0,31.494007
tv80_orig.bench,50.72908,52.0,2.4440765380859375,53.0,51.782917,53.0,51.825382,53.0,51.662415,52.0,51.648144,52.0,51.714897,52.0,51.477543,52.0,51.28153,52.0,51.5736,52.0,51.71871,52.0,51.563206,52.0,51.38257,52.0,51.127373,52.0,51.066063,52.0,51.156948,52.0,51.01225,52.0,50.625774,52.0,50.831326,52.0,50.72908
aes_secworks_orig.bench,31.441055,33.0,4.724074900150299,38.0,36.51134,35.0,33.81618,35.0,34.845966,35.0,33.725105,35.0,33.07439,35.0,33.02849,35.0,33.882484,35.0,33.16701,35.0,33.274605,35.0,33.47994,35.0,33.033524,35.0,33.382065,35.0,33.428314,35.0,33.188087,35.0,33.379158,35.0,33.077354,43.0,41.683083,33.0,31.441055
aes_secworks_orig.bench,31.149353,33.0,5.608021095395088,38.0,36.303238,35.0,34.090134,35.0,34.656822,35.0,33.69082,35.0,34.410416,35.0,33.57061,35.0,33.729668,35.0,33.875885,35.0,33.577217,35.0,33.752182,35.0,33.389046,35.0,32.733475,35.0,32.330853,35.0,33.277935,35.0,33.430733,35.0,33.193527,43.0,42.210564,33.0,31.149353
max_orig.bench,174.6236,178.0,1.8968559801578522,287.0,292.84256,234.0,231.19028,210.0,204.88324,210.0,202.45512,210.0,201.83469,210.0,199.66336,210.0,198.2619,200.0,193.8372,200.0,195.67583,200.0,195.23651,298.0,289.03238,204.0,195.89029,204.0,195.37482,204.0,194.80318,193.0,189.73456,193.0,189.0426,188.0,186.34735,178.0,174.6236
tv80_orig.bench,55.066704,54.0,1.9753774628043175,53.0,52.486443,53.0,51.736904,53.0,51.88459,53.0,51.660484,53.0,51.721603,53.0,51.765358,53.0,51.959908,53.0,52.7893,53.0,52.80019,53.0,52.12847,63.0,62.316322,63.0,62.01729,63.0,62.26916,61.0,61.256104,61.0,61.91725,61.0,62.207123,61.0,62.17984,54.0,55.066704
max_orig.bench,161.06949,167.0,3.55120450258255,287.0,294.69836,234.0,231.63716,234.0,228.49539,234.0,229.46396,227.0,224.61798,227.0,225.01917,227.0,223.8485,199.0,193.72256,199.0,193.98517,199.0,192.2876,199.0,192.3558,186.0,184.36868,186.0,184.3394,186.0,182.63171,178.0,177.76355,178.0,177.90897,178.0,176.52493,167.0,161.06949
tv80_orig.bench,47.76793,50.0,4.464142024517059,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.53554,52.0,50.633617,52.0,50.383865,52.0,50.755676,52.0,50.564053,52.0,50.65493,52.0,50.324028,52.0,50.4953,52.0,50.417458,52.0,50.41764,52.0,50.71245,52.0,50.308685,52.0,50.32392,50.0,47.76793
tv80_orig.bench,48.542862,51.0,4.8179179430007935,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075287,52.0,50.646805,52.0,50.369713,52.0,50.254066,52.0,50.38748,52.0,50.800198,52.0,50.74318,52.0,50.162895,52.0,50.23329,52.0,50.42176,52.0,50.322853,52.0,50.50488,52.0,50.292694,52.0,50.239113,51.0,48.542862
max_orig.bench,158.05075,164.0,3.627590835094452,234.0,227.53616,234.0,228.5321,234.0,227.37672,234.0,229.67697,234.0,228.70444,234.0,229.04248,216.0,220.33707,188.0,189.41263,188.0,190.17392,188.0,188.15482,188.0,188.74243,179.0,178.14203,179.0,179.71179,179.0,178.1373,174.0,172.11038,174.0,174.3649,174.0,170.05844,164.0,158.05075
max_orig.bench,201.23073,222.0,9.35552790760994,287.0,289.22708,287.0,291.67432,287.0,290.86414,287.0,290.73203,287.0,290.02496,287.0,289.24713,287.0,290.90976,287.0,290.29904,287.0,290.44238,287.0,289.1613,306.0,308.91284,306.0,302.27628,305.0,300.2982,305.0,297.63965,258.0,257.39697,258.0,270.1177,250.0,259.94858,222.0,201.23073
tv80_orig.bench,47.860886,50.0,4.278228804469109,53.0,51.782917,53.0,51.341537,53.0,51.610863,52.0,51.605587,52.0,51.565876,52.0,51.438904,52.0,51.382774,52.0,51.407345,52.0,51.318436,52.0,51.305626,52.0,50.902042,52.0,50.933388,52.0,50.950005,52.0,51.41278,52.0,51.24787,52.0,51.043167,52.0,50.308548,50.0,47.860886
max_orig.bench,196.05353,196.0,0.02731011772993952,287.0,295.79312,287.0,292.58694,287.0,291.03214,287.0,290.77957,287.0,289.91464,287.0,291.37238,287.0,290.45688,287.0,287.10947,287.0,288.66025,287.0,290.4715,306.0,307.6559,208.0,206.05243,208.0,206.49374,208.0,204.73239,202.0,200.76688,202.0,200.43896,202.0,199.80432,196.0,196.05353
